[13-01-23 14:41:02.835] LOG  : General     , 1673642462835> cachedir set to "C:\Users\alpha\Zomboid".
[13-01-23 14:41:03.413] LOG  : General     , 1673642463413> native.encoding=Cp1252.
[13-01-23 14:41:03.413] LOG  : General     , 1673642463413> java.library.path=win64/;..
[13-01-23 14:41:03.414] LOG  : General     , 1673642463414> java.vm.info=mixed mode, sharing.
[13-01-23 14:41:03.414] LOG  : General     , 1673642463414> java.vendor=Azul Systems, Inc..
[13-01-23 14:41:03.414] LOG  : General     , 1673642463414> java.vm.version=17.0.1+12-LTS.
[13-01-23 14:41:03.414] LOG  : General     , 1673642463414> sun.io.unicode.encoding=UnicodeLittle.
[13-01-23 14:41:03.414] LOG  : General     , 1673642463414> java.class.version=61.0.
[13-01-23 14:41:03.414] LOG  : General     , 1673642463414> -----.
[13-01-23 14:41:03.415] LOG  : General     , 1673642463415> version=41.78.16 demo=false.
[13-01-23 14:41:03.645] LOG  : General     , 1673642463645> unknown option "-Djinput.useDefaultPlugin=false".
[13-01-23 14:41:03.676] LOG  : General     , 1673642463675> LightingFPS set to 15.
[13-01-23 14:41:03.677] LOG  : General     , 1673642463677> [javafmodJNI] Init: Start.
[13-01-23 14:41:03.677] LOG  : General     , 1673642463677> [javafmodJNI] Init: WIN 64.
[13-01-23 14:41:03.693] LOG  : General     , 1673642463693> 1673642463691 fmod: Java loging: OK.
[13-01-23 14:41:03.694] LOG  : General     , 1673642463694> closest width=640 freq=60.
[13-01-23 14:41:03.695] LOG  : General     , 1673642463695> closest width=640 freq=72.
[13-01-23 14:41:03.695] LOG  : General     , 1673642463695> closest width=640 freq=75.
[13-01-23 14:41:03.695] LOG  : General     , 1673642463695> closest width=640 freq=120.
[13-01-23 14:41:03.695] LOG  : General     , 1673642463695> closest width=640 freq=144.
[13-01-23 14:41:03.695] LOG  : General     , 1673642463695> closest width=720 freq=56.
[13-01-23 14:41:03.695] LOG  : General     , 1673642463695> closest width=720 freq=60.
[13-01-23 14:41:03.696] LOG  : General     , 1673642463696> closest width=720 freq=72.
[13-01-23 14:41:03.696] LOG  : General     , 1673642463696> closest width=720 freq=75.
[13-01-23 14:41:03.696] LOG  : General     , 1673642463696> closest width=720 freq=120.
[13-01-23 14:41:03.696] LOG  : General     , 1673642463696> closest width=720 freq=144.
[13-01-23 14:41:03.696] LOG  : General     , 1673642463696> closest width=800 freq=56.
[13-01-23 14:41:03.696] LOG  : General     , 1673642463696> closest width=800 freq=60.
[13-01-23 14:41:03.697] LOG  : General     , 1673642463697> closest width=800 freq=72.
[13-01-23 14:41:03.697] LOG  : General     , 1673642463697> closest width=800 freq=75.
[13-01-23 14:41:03.697] LOG  : General     , 1673642463697> closest width=800 freq=120.
[13-01-23 14:41:03.697] LOG  : General     , 1673642463697> closest width=800 freq=144.
[13-01-23 14:41:03.697] LOG  : General     , 1673642463697> closest width=1024 freq=60.
[13-01-23 14:41:03.697] LOG  : General     , 1673642463697> closest width=1024 freq=70.
[13-01-23 14:41:03.698] LOG  : General     , 1673642463698> closest width=1024 freq=75.
[13-01-23 14:41:03.698] LOG  : General     , 1673642463698> closest width=1024 freq=120.
[13-01-23 14:41:03.698] LOG  : General     , 1673642463698> closest width=1024 freq=144.
[13-01-23 14:41:03.698] LOG  : General     , 1673642463698> closest width=1280 freq=60.
[13-01-23 14:41:03.698] LOG  : General     , 1673642463698> closest width=1280 freq=75.
[13-01-23 14:41:03.698] LOG  : General     , 1673642463698> closest width=1280 freq=120.
[13-01-23 14:41:03.699] LOG  : General     , 1673642463699> closest width=1280 freq=144.
[13-01-23 14:41:03.699] LOG  : General     , 1673642463699> closest width=1360 freq=60.
[13-01-23 14:41:03.699] LOG  : General     , 1673642463699> closest width=1360 freq=119.
[13-01-23 14:41:03.699] LOG  : General     , 1673642463699> 1673642463699 fmod: FMOD::Studio::System::create() result: No errors..
[13-01-23 14:41:03.699] LOG  : General     , 1673642463699> 1673642463699 fmod: FMOD::Studio::System::getCoreSystem() result: No errors..
[13-01-23 14:41:03.699] LOG  : General     , 1673642463699> 1673642463699 fmod: FMOD_System_GetVersion() result: No errors..
[13-01-23 14:41:03.700] LOG  : General     , 1673642463700> 1673642463700 fmod: fmodintegration built with version 20206, fmod shared library version 20206.
[13-01-23 14:41:03.700] LOG  : General     , 1673642463700> 1673642463700 fmod: System Create: OK.
[13-01-23 14:41:03.700] LOG  : General     , 1673642463699> closest width=1360 freq=120.
[13-01-23 14:41:03.700] LOG  : General     , 1673642463700> 1673642463700 fmod: FMOD_System_SetSoftwareFormat() result: No errors..
[13-01-23 14:41:03.700] LOG  : General     , 1673642463700> closest width=1360 freq=144.
[13-01-23 14:41:03.700] LOG  : General     , 1673642463700> closest width=1366 freq=60.
[13-01-23 14:41:03.701] LOG  : General     , 1673642463701> closest width=1366 freq=119.
[13-01-23 14:41:03.701] LOG  : General     , 1673642463701> closest width=1366 freq=120.
[13-01-23 14:41:03.701] LOG  : General     , 1673642463701> closest width=1366 freq=144.
[13-01-23 14:41:03.701] LOG  : General     , 1673642463701> closest width=1440 freq=60.
[13-01-23 14:41:03.701] LOG  : General     , 1673642463701> closest width=1440 freq=119.
[13-01-23 14:41:03.701] LOG  : General     , 1673642463701> closest width=1440 freq=120.
[13-01-23 14:41:03.702] LOG  : General     , 1673642463702> closest width=1440 freq=144.
[13-01-23 14:41:03.702] LOG  : General     , 1673642463702> closest width=1600 freq=59.
[13-01-23 14:41:03.702] LOG  : General     , 1673642463702> closest width=1600 freq=60.
[13-01-23 14:41:03.702] LOG  : General     , 1673642463702> closest width=1600 freq=120.
[13-01-23 14:41:03.703] LOG  : General     , 1673642463702> closest width=1600 freq=144.
[13-01-23 14:41:03.703] LOG  : General     , 1673642463703> closest width=1680 freq=59.
[13-01-23 14:41:03.703] LOG  : General     , 1673642463703> closest width=1680 freq=60.
[13-01-23 14:41:03.703] LOG  : General     , 1673642463703> closest width=1680 freq=120.
[13-01-23 14:41:03.703] LOG  : General     , 1673642463703> closest width=1680 freq=144.
[13-01-23 14:41:03.703] LOG  : General     , 1673642463703> closest width=1920 freq=60.
[13-01-23 14:41:03.703] LOG  : General     , 1673642463703> closest width=1920 freq=119.
[13-01-23 14:41:03.704] LOG  : General     , 1673642463704> closest width=1920 freq=120.
[13-01-23 14:41:03.734] LOG  : General     , 1673642463734> 1673642463734 fmod: FMOD::Studio::System::Initialize() result: No errors..
[13-01-23 14:41:03.734] LOG  : General     , 1673642463734> 1673642463734 fmod: Creating DSP for capture sound.
[13-01-23 14:41:03.734] LOG  : General     , 1673642463734> 1673642463734 fmod: FMOD_System_CreateDSP() result: No errors..
[13-01-23 14:41:03.734] LOG  : General     , 1673642463734> 1673642463734 fmod: FMOD_DSP_SetBypass() result: No errors..
[13-01-23 14:41:03.734] LOG  : General     , 1673642463734> 1673642463734 fmod: FMOD_System_GetMasterChannelGroup() result: No errors..
[13-01-23 14:41:03.735] LOG  : General     , 1673642463735> 1673642463735 fmod: FMOD_ChannelGroup_AddDSP() result: No errors..
[13-01-23 14:41:03.735] LOG  : General     , 1673642463735> 1673642463735 fmod: FMOD_System_Set3DSettings() result: No errors..
[13-01-23 14:41:04.058] LOG  : General     , 1673642464058> GraphicsCard: NVIDIA Corporation NVIDIA GeForce RTX 3080/PCIe/SSE2.
[13-01-23 14:41:04.058] LOG  : General     , 1673642464058> OpenGL version: 4.6.0 NVIDIA 528.02.
[13-01-23 14:41:04.059] LOG  : General     , 1673642464059> Desktop resolution 1920x1080.
[13-01-23 14:41:04.060] LOG  : General     , 1673642464060> Initial resolution 1920x1080 fullScreen=true.
[13-01-23 14:41:04.061] LOG  : General     , 1673642464061> OpenGL 1.5 buffer objects supported.
[13-01-23 14:41:04.062] LOG  : General     , 1673642464062> VSync: OFF.
[13-01-23 14:41:04.072] LOG  : General     , 1673642464072> NVIDIA: current available GPU memory is 8718 MB.
[13-01-23 14:41:04.073] LOG  : General     , 1673642464073> NVIDIA: dedicated available GPU memory is 10240 MB.
[13-01-23 14:41:04.073] LOG  : General     , 1673642464073> NVIDIA: total available GPU memory is 10240 MB.
[13-01-23 14:41:08.461] LOG  : General     , 1673642468461> AngelCodeFont failed to load page 0 texture G:/SteamLibrary/steamapps/common/ProjectZomboid/media/mainfont_0.png.
[13-01-23 14:41:08.463] LOG  : General     , 1673642468463> AngelCodeFont failed to load page 0 texture G:/SteamLibrary/steamapps/common/ProjectZomboid/media/mainfont2_0.png.
[13-01-23 14:41:08.469] WARN : General     , 1673642468469> TextManager.Init> font "MediumNew" not found in fonts.txt.
[13-01-23 14:41:08.469] WARN : General     , 1673642468469> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[13-01-23 14:41:08.469] WARN : General     , 1673642468469> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[13-01-23 14:41:08.469] WARN : General     , 1673642468469> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[13-01-23 14:41:08.471] LOG  : General     , 1673642468471> AngelCodeFont failed to load page 0 texture G:/SteamLibrary/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[13-01-23 14:41:08.482] WARN : General     , 1673642468482> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[13-01-23 14:41:08.562] LOG  : General     , 1673642468562> Loading networking libraries....
[13-01-23 14:41:08.563] LOG  : General     , 1673642468563> Loading steam_api64....
[13-01-23 14:41:08.563] LOG  : General     , 1673642468563> Loading RakNet64....
[13-01-23 14:41:08.565] LOG  : General     , 1673642468565> Loading ZNetJNI64....
[13-01-23 14:41:08.683] LOG  : Network     , 1673642468683> [13-01-23 14:41:08.683] > ZNet: SetLogLevel 2.
[13-01-23 14:41:08.712] LOG  : Network     , 1673642468712> [13-01-23 14:41:08.712] > ZNet: SteamAPI initialised successfully.
[13-01-23 14:41:08.712] LOG  : General     , 1673642468712> SteamUtils initialised successfully.
[13-01-23 14:41:08.791] LOG  : General     , 1673642468791> AngelCodeFont failed to load page 0 texture G:/SteamLibrary/steamapps/common/ProjectZomboid/media/mainfont_0.png.
[13-01-23 14:41:08.792] LOG  : General     , 1673642468792> AngelCodeFont failed to load page 0 texture G:/SteamLibrary/steamapps/common/ProjectZomboid/media/mainfont2_0.png.
[13-01-23 14:41:08.794] WARN : General     , 1673642468794> TextManager.Init> font "MediumNew" not found in fonts.txt.
[13-01-23 14:41:08.794] WARN : General     , 1673642468794> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[13-01-23 14:41:08.795] WARN : General     , 1673642468795> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[13-01-23 14:41:08.795] WARN : General     , 1673642468795> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[13-01-23 14:41:08.795] LOG  : General     , 1673642468795> AngelCodeFont failed to load page 0 texture G:/SteamLibrary/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[13-01-23 14:41:08.802] WARN : General     , 1673642468802> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[13-01-23 14:41:08.828] LOG  : General     , 1673642468828> translator: language is EN.
[13-01-23 14:41:08.910] LOG  : General     , 1673642468910> texturepack: loading UI.
[13-01-23 14:41:08.933] LOG  : General     , 1673642468932> texturepack: loading UI2.
[13-01-23 14:41:08.936] LOG  : General     , 1673642468936> texturepack: loading IconsMoveables.
[13-01-23 14:41:08.937] LOG  : General     , 1673642468937> texturepack: loading RadioIcons.
[13-01-23 14:41:08.938] LOG  : General     , 1673642468938> texturepack: loading ApComUI.
[13-01-23 14:41:08.939] LOG  : General     , 1673642468939> texturepack: loading Mechanics.
[13-01-23 14:41:08.945] LOG  : General     , 1673642468945> texturepack: loading WeatherFx.
[13-01-23 14:41:09.954] WARN : Recipe      , 1673642469954> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base.
[13-01-23 14:41:09.956] WARN : Sound       , 1673642469956> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage".
[13-01-23 14:41:09.956] WARN : Sound       , 1673642469956> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver".
[13-01-23 14:41:09.957] WARN : Sound       , 1673642469957> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo".
[13-01-23 14:41:09.957] WARN : Sound       , 1673642469957> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32".
[13-01-23 14:41:09.957] WARN : Sound       , 1673642469957> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33".
[13-01-23 14:41:09.957] WARN : Sound       , 1673642469957> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34".
[13-01-23 14:41:09.957] WARN : Sound       , 1673642469957> GameSounds.initClipEvents> No such FMOD event "NewMusic/35" for GameSound "NewMusic_35".
[13-01-23 14:41:09.958] WARN : Sound       , 1673642469958> GameSounds.initClipEvents> No such FMOD event "NewMusic/36" for GameSound "NewMusic_36".
[13-01-23 14:41:09.958] WARN : Sound       , 1673642469958> GameSounds.initClipEvents> No such FMOD event "NewMusic/Travelling" for GameSound "NewMusic_Travelling".
[13-01-23 14:41:09.958] WARN : Sound       , 1673642469958> GameSounds.initClipEvents> No such FMOD event "NewMusic/TakeStock" for GameSound "NewMusic_TakeStock".
[13-01-23 14:41:09.958] WARN : Sound       , 1673642469958> GameSounds.initClipEvents> No such FMOD event "NewMusic/PassingTime" for GameSound "NewMusic_PassingTime".
[13-01-23 14:41:09.958] WARN : Sound       , 1673642469958> GameSounds.initClipEvents> No such FMOD event "NewMusic/NoTime" for GameSound "NewMusic_NoTime".
[13-01-23 14:41:09.959] WARN : Sound       , 1673642469959> GameSounds.initClipEvents> No such FMOD event "NewMusic/MoreAreComing" for GameSound "NewMusic_MoreAreComing".
[13-01-23 14:41:09.959] WARN : Sound       , 1673642469959> GameSounds.initClipEvents> No such FMOD event "NewMusic/OnlyOneWay" for GameSound "NewMusic_OnlyOneWay".
[13-01-23 14:41:09.959] WARN : Sound       , 1673642469959> GameSounds.initClipEvents> No such FMOD event "NewMusic/KeepMoving" for GameSound "NewMusic_KeepMoving".
[13-01-23 14:41:09.959] WARN : Sound       , 1673642469959> GameSounds.initClipEvents> No such FMOD event "NewMusic/GoItAlone" for GameSound "NewMusic_GoItAlone".
[13-01-23 14:41:09.959] WARN : Sound       , 1673642469959> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunrise" for GameSound "NewMusic_Sunrise".
[13-01-23 14:41:09.959] WARN : Sound       , 1673642469959> GameSounds.initClipEvents> No such FMOD event "NewMusic/HoldingOutHope" for GameSound "NewMusic_HoldingOutHope".
[13-01-23 14:41:09.959] WARN : Sound       , 1673642469959> GameSounds.initClipEvents> No such FMOD event "NewMusic/Working" for GameSound "NewMusic_Working".
[13-01-23 14:41:09.960] WARN : Sound       , 1673642469960> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunset" for GameSound "NewMusic_Sunset".
[13-01-23 14:41:09.960] WARN : Sound       , 1673642469960> GameSounds.initClipEvents> No such FMOD event "NewMusic/Mourning" for GameSound "NewMusic_Mourning".
[13-01-23 14:41:09.960] WARN : Sound       , 1673642469960> GameSounds.initClipEvents> No such FMOD event "NewMusic/LookingAround" for GameSound "NewMusic_LookingAround".
[13-01-23 14:41:09.960] WARN : Sound       , 1673642469960> GameSounds.initClipEvents> No such FMOD event "NewMusic/Waiting" for GameSound "NewMusic_Waiting".
[13-01-23 14:41:09.960] WARN : Sound       , 1673642469960> GameSounds.initClipEvents> No such FMOD event "NewMusic/Overrun" for GameSound "NewMusic_Overrun".
[13-01-23 14:41:09.960] WARN : Sound       , 1673642469960> GameSounds.initClipEvents> No such FMOD event "NewMusic/Rest" for GameSound "NewMusic_Rest".
[13-01-23 14:41:09.961] WARN : Sound       , 1673642469961> GameSounds.initClipEvents> No such FMOD event "NewMusic/PressOn" for GameSound "NewMusic_PressOn".
[13-01-23 14:41:09.961] WARN : Sound       , 1673642469961> GameSounds.initClipEvents> No such FMOD event "NewMusic/CalmBeforeTheStorm" for GameSound "NewMusic_CalmBeforeTheStorm".
[13-01-23 14:41:09.961] WARN : Sound       , 1673642469961> GameSounds.initClipEvents> No such FMOD event "NewMusic/GetReady" for GameSound "NewMusic_GetReady".
[13-01-23 14:41:09.961] WARN : Sound       , 1673642469961> GameSounds.initClipEvents> No such FMOD event "NewMusic/EchoesFromBefore" for GameSound "NewMusic_EchoesFromBefore".
[13-01-23 14:41:09.961] WARN : Sound       , 1673642469961> GameSounds.initClipEvents> No such FMOD event "NewMusic/Surrounded" for GameSound "NewMusic_Surrounded".
[13-01-23 14:41:09.962] WARN : Sound       , 1673642469962> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThePlan" for GameSound "NewMusic_ThePlan".
[13-01-23 14:41:09.962] WARN : Sound       , 1673642469962> GameSounds.initClipEvents> No such FMOD event "NewMusic/Gear_Up" for GameSound "NewMusic_GearUp".
[13-01-23 14:41:09.962] WARN : Sound       , 1673642469962> GameSounds.initClipEvents> No such FMOD event "NewMusic/Finally_Calm" for GameSound "NewMusic_FinallyCalm".
[13-01-23 14:41:09.962] WARN : Sound       , 1673642469962> GameSounds.initClipEvents> No such FMOD event "NewMusic/PatchUp" for GameSound "NewMusic_PatchUp".
[13-01-23 14:41:09.962] WARN : Sound       , 1673642469962> GameSounds.initClipEvents> No such FMOD event "NewMusic/TheyreClose" for GameSound "NewMusic_TheyreClose".
[13-01-23 14:41:09.963] WARN : Sound       , 1673642469963> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThinkingOfThePast" for GameSound "NewMusic_ThinkingOfThePast".
[13-01-23 14:41:09.963] WARN : Sound       , 1673642469963> GameSounds.initClipEvents> No such FMOD event "NewMusic/TouchAndGo" for GameSound "NewMusic_TouchAndGo".
[13-01-23 14:41:09.963] WARN : Sound       , 1673642469963> GameSounds.initClipEvents> No such FMOD event "NewMusic/Tread_Carefully" for GameSound "NewMusic_Tread_Carefully".
[13-01-23 14:41:09.963] WARN : Sound       , 1673642469963> GameSounds.initClipEvents> No such FMOD event "NewMusic/Everythings_Gone" for GameSound "NewMusic_Everythings_Gone".
[13-01-23 14:41:09.963] WARN : Sound       , 1673642469963> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/BrassAmbient" for GameSound "AmbientMusic_BrassAmbient".
[13-01-23 14:41:09.964] WARN : Sound       , 1673642469964> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/CreepyAmbient" for GameSound "AmbientMusic_CreepyAmbient".
[13-01-23 14:41:09.964] WARN : Sound       , 1673642469964> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/IntenseAmbient" for GameSound "AmbientMusic_IntenseAmbient".
[13-01-23 14:41:09.964] WARN : Sound       , 1673642469964> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/PercussiveAmbient" for GameSound "AmbientMusic_PercussiveAmbient".
[13-01-23 14:41:09.964] WARN : Sound       , 1673642469964> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/RhythmicAmbient" for GameSound "AmbientMusic_RhythmicAmbient".
[13-01-23 14:41:09.964] WARN : Sound       , 1673642469964> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/VoiceAmbient" for GameSound "AmbientMusic_VoiceAmbient".
[13-01-23 14:41:09.964] WARN : Sound       , 1673642469964> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/ZombieAmbient" for GameSound "AmbientMusic_ZombieAmbient".
[13-01-23 14:41:09.965] WARN : Sound       , 1673642469965> GameSounds.initClipEvents> No such FMOD event "NewMusic/Alone" for GameSound "NewMusic_Alone".
[13-01-23 14:41:09.965] WARN : Sound       , 1673642469965> GameSounds.initClipEvents> No such FMOD event "NewMusic/Barricading" for GameSound "NewMusic_Barricading".
[13-01-23 14:41:09.965] WARN : Sound       , 1673642469965> GameSounds.initClipEvents> No such FMOD event "NewMusic/Chase" for GameSound "NewMusic_Chase".
[13-01-23 14:41:09.965] WARN : Sound       , 1673642469965> GameSounds.initClipEvents> No such FMOD event "NewMusic/Desperate Escape" for GameSound "NewMusic_DesperateEscape".
